报告范围=["每月"],选择年份=["2025"],选择月份=["11 月"],品牌=["Ikarao"]
"ASIN 商品名称",ASIN,分类,"曝光: 曝光总量",曝光量：评级（中位数）,"曝光：售价(中位数)",曝光：当日达配送速度,"曝光量：1 天配送速度","曝光量：2 天配送速度","点击: 点击量","点击：点击率 （CTR）","点击量：价格(中位数)",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,"加入购物车 : 加购数",加入购物车：售价（中位数）,购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",下单成交：成交总量,下单成交：搜索来源销售额,"购买次数：转化率 %",购买次数：评分（中位数）,购买次数：价格（中位数）,下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"Portable Karaoke Machine for Adults, Built-in Lyrics Display and Screen, Shell S2 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA Syst","B0FC6FMRLJ","Musical Instruments","2783",,"406.45","0","113","348","3","0.11","569.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Karaoke Machine for Adults, with Lyrics Display, 10.1"" Screen, 280W, Shell S1 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA System","B0FC6G3V3B","Musical Instruments","4428",,"439.95","0","87","740","10","0.23","417.98","0","0","3","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Ikarao Karaoke Machine for Adults with Lyrics Display, Built-in 13.3"" Screen, KaraFun Prime, EQ & Autotune,Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBDLW6R","Toys","5118",,"719.97","1","204","1110","37","0.72","683.97","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Karaoke Machine for Adults, with Lyrics Display, 10.1"" Screen, 280W, Shell S1 and Ikarao Shell S3 Bundle, EQ & Autotune, Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBQ6YPQ","Musical Instruments","4845",,"439.94","4","301","1009","20","0.41","417.97","0","4","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Portable Karaoke Machine for Adults, Built-in Lyrics Display and Screen, Shell S2 and Ikarao Shell S3 Bundle, EQ & Autotune, Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBS1JXR","Toys","3166",,"406.44","3","247","612","7","0.22","569.98","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Karaoke Machine for Adults, with Lyrics Display, Shell S1 and Shell S2 Bundle, 2 Wireless Microphone, Autotune EQ, Self-Charging, Portable Home Karaoke System with KaraFun Prime, HDMI for TV","B0FCBYR76M","Toys","3768",,"526.42","3","290","806","8","0.21","699.98","0","0","3","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Smart Karaoke Machine for Adults - with Lyrics Display, Break X2 and Shell S1 Bundle, 2 Wireless Mics, Autotune EQ, Self-Charging, Professional Karaoke System with KaraFun Prime, HDMI for TV","B0FCC1DQ35","Toys","5130",,"729.95","6","425","1162","8","0.16","799.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Karaoke Machine for Adults with Lyrics Display, Break X1 and Shell S1 Bundle, Truly All in One Karaoke Machine with 2 Wireless Microphone, Portable Home Karaoke System with KaraFun Prime, HDMI for TV","B0FCC2BPH1","Toys","5106",,"839.95","5","229","1158","11","0.22","1049.98","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Smart Karaoke Machine for Adults - with Lyrics Display, Break X2 and Shell S2 Bundle, 2 Self-Charging Wireless Microphones, Karaoke App, Connects to TV for Home Party Birthday Outdoor Camping","B0FCC2KN61","Musical Instruments","3686",,"696.45","122","395","574","7","0.19","799.98","0","0","2","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Karaoke Machine for Adults - with Lyrics Display, Break X1 and Break X2 Bundle, Truly All in One Karaoke Machine with 2 Wireless Microphone (Hidden & Self Charging), Karaoke Speaker for Any Occasion","B0FCC315L4","Toys","5054",,"1009.98","0","322","1119","39","0.77","981.98","0","1","6","3","1009.98","0","0","2","0","0.0","0.0",,,"0","0","0","2025-11-30"
"Ikarao Karaoke Machine for Adults, with Lyrics Display Screen, 2 Self-Charging Wireless Microphones, Autotune & EQ, 140W Speaker, Connect TV, Portable Karaoke System for Home, Family, Party, Travel","B0FDB4BGHG","Musical Instruments","119658",,"279.0","9088","56214","27775","759","0.63","279.0","62","364","181","127","279.0","20","60","28","22","6052.73","2.9",,"265.99","1","15","4","2025-11-30"
"Ikarao Karaoke Machine for Adults, 280W 2.2-Channel Speaker, with 10.1"" Screen for Lyrics Display, 2 Wireless Self-Charging Microphones, Autotune EQ, KaraFun Prime, HDMI for TV, Portable Home System","B0FFB3BB7J","Musical Instruments","85824",,"339.99","0","0","0","376","0.44","339.99","0","0","0","71","339.99","0","0","0","3","1019.97","0.8",,"339.99","0","0","0","2025-11-30"
"Ikarao Karaoke Machine for Adults, with Lyrics Display Screen, 32GB Karaoke Tablet, 2 Wireless Microphones, Karaoke Speaker with Autotune EQ, Connect TV, Portable Karaoke System for Home Outdoor Party","B0FNCQW2K3","Musical Instruments","186212",,"170.99","7095","71969","54559","2009","1.08","170.99","90","688","628","362","170.99","16","141","106","91","16182.1","4.53",,"170.99","4","34","30","2025-11-30"
