报告范围=["每月"],选择年份=["2025"],选择月份=["6 月"],品牌=["Ikarao"]
"ASIN 商品名称",ASIN,分类,"曝光: 曝光总量",曝光量：评级（中位数）,"曝光：售价(中位数)",曝光：当日达配送速度,"曝光量：1 天配送速度","曝光量：2 天配送速度","点击: 点击量","点击：点击率 （CTR）","点击量：价格(中位数)",点击量：当日达配送速度,"点击量：1 天配送速度",点击：2天配送速度,"加入购物车 : 加购数",加入购物车：售价（中位数）,购物车添加：当日达配送速度,"加入购物车：1 天配送速度","购物车添加：2 天配送速度",下单成交：成交总量,下单成交：搜索来源销售额,"购买次数：转化率 %",购买次数：评分（中位数）,购买次数：价格（中位数）,下单成交：当日达配送速度,"下单成交：1 天配送速度",下单：2天配送速度,报告日期
"Ikarao Karaoke Machine for Adults, with Lyrics Display and Screen, Karaoke System for YouTube, 2 Wireless Microphones, Autotune & Echo, KaraFun Prime, Portable Karaoke Speaker for Home Outdoor Party","B0DVQ91695","Musical Instruments","218626",,"179.99","59","10424","67634","2310","1.06","179.99","1","156","704","363","179.99","0","27","103","49","9259.32","2.12",,"179.99","0","7","17","2025-06-30"
"Ikarao Karaoke Machine for Adults Kids, with Lyrics Display Screen, WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA System for Home Family Party Camping","B0DVQBCC47","Musical Instruments","280065",,"179.99","2027","43083","118957","3426","1.22","179.99","31","493","1489","564","179.99","5","94","237","140","28298.48","4.09",,"179.99","1","20","64","2025-06-30"
"Smart Karaoke Machine for Adults - with Lyrics Display Screen,Break X2 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA System","B0FC6D73DZ","Musical Instruments","974",,"669.98","0","0","39","9","0.92",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults with Lyrics Display, Break X1 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA System","B0FC6F46RN","Musical Instruments","1342",,"919.98","0","43","310","12","0.89","919.98","0","0","1","1","919.98","0","0","1","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Portable Karaoke Machine for Adults, Built-in Lyrics Display and Screen, Shell S2 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA Syst","B0FC6FMRLJ","Musical Instruments","967",,"569.98","0","23","70","7","0.72","569.98","0","0","1","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults, with Lyrics Display, 10.1"" Screen, 280W, Shell S1 and Shell S3 Bundle,WiFi Connect to YouTube & Karaoke App, 2 EQ Autotune Wireless Microphones Portable Karaoke PA System","B0FC6G3V3B","Musical Instruments","1535",,"569.98","0","18","115","9","0.59","569.98","0","0","3","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Smart Karaoke Machine for Adults - with Lyrics Display Screen, Break X2 and Shell S3 Bundle, EQ & Autotune, Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCB9H94T","Toys","861",,"669.98","0","2","6","4","0.46",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Ikarao Karaoke Machine for Adults with Lyrics Display, Built-in 13.3"" Screen, KaraFun Prime, EQ & Autotune,Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBDLW6R","Toys","1317",,"919.98","0","20","153","12","0.91","919.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults, with Lyrics Display, 10.1"" Screen, 280W, Shell S1 and Ikarao Shell S3 Bundle, EQ & Autotune, Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBQ6YPQ","Musical Instruments","1440",,"569.98","0","3","60","11","0.76","569.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Portable Karaoke Machine for Adults, Built-in Lyrics Display and Screen, Shell S2 and Ikarao Shell S3 Bundle, EQ & Autotune, Portable Karaoke System with 2 Wireless Microphones for Home Family Party","B0FCBS1JXR","Toys","934",,"569.98","0","8","27","6","0.64",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults, with Lyrics Display, Shell S1 and Shell S2 Bundle, 2 Wireless Microphone, Autotune EQ, Self-Charging, Portable Home Karaoke System with KaraFun Prime, HDMI for TV","B0FCBYR76M","Toys","1204",,"699.98","0","31","74","6","0.5","699.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Portable Karaoke Machine for Adults, Break X1 and Shell S2 Bundle, Built-in Lyrics Display and Screen, 2 Self-Charging Wireless Microphones, Karaoke App, Bluetooth Speaker for Party, HDMI for TV","B0FCBZW16Q","Toys","1134",,"1049.98","0","60","108","6","0.53","1049.98","0","0","4","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Smart Karaoke Machine for Adults - with Lyrics Display, Break X2 and Shell S1 Bundle, 2 Wireless Mics, Autotune EQ, Self-Charging, Professional Karaoke System with KaraFun Prime, HDMI for TV","B0FCC1DQ35","Toys","911",,"799.98","0","3","1","7","0.77",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults with Lyrics Display, Break X1 and Shell S1 Bundle, Truly All in One Karaoke Machine with 2 Wireless Microphone, Portable Home Karaoke System with KaraFun Prime, HDMI for TV","B0FCC2BPH1","Toys","1377",,"1049.98","0","41","136","6","0.44","1049.98","0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Smart Karaoke Machine for Adults - with Lyrics Display, Break X2 and Shell S2 Bundle, 2 Self-Charging Wireless Microphones, Karaoke App, Connects to TV for Home Party Birthday Outdoor Camping","B0FCC2KN61","Musical Instruments","802",,"799.98","0","3","2","5","0.62",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
"Karaoke Machine for Adults - with Lyrics Display, Break X1 and Break X2 Bundle, Truly All in One Karaoke Machine with 2 Wireless Microphone (Hidden & Self Charging), Karaoke Speaker for Any Occasion","B0FCC315L4","Toys","1084",,"1149.98","0","14","30","12","1.11",,"0","0","0","0",,"0","0","0","0","0.0","0.0",,,"0","0","0","2025-06-30"
